artist_id,artist_name,role_type,target_type,target_id,area,tags,genres
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,ba96bc14-0f2d-4e36-a160-54923de12355,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,8bf26383-8b9b-4252-9cb3-0efa4d3f47f1,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,691f2317-33b9-4421-9c8f-a766c63a1052,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,dbaa10b1-d46a-4960-8b50-4e2d80c8113c,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,ea72cbff-c51e-4564-b802-3572bf0e4101,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,c91b7f06-76b8-405b-97a7-219f12143858,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,6ca304d0-4230-4248-ad6f-a7191051c35f,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,fd176340-0dd0-45b0-adac-6ff2b03b4e64,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,producer,recording,49d5edae-4f85-4b40-bb30-30b4f71dbbae,United States,90s;acoustic rock;alternative metal;alternative rock;american;estados unidos;grunge;noise rock;post-hardcore;punk;punk rock;rock;seattle;sludge metal;united states;usa,acoustic rock;alternative metal;alternative rock;grunge;noise rock;post-hardcore;punk;punk rock;rock;sludge metal
83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,producer,recording,4125f51d-1938-403f-9b64-e45a400ef790,England,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;proto-prog;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock
83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,producer,recording,5188780a-b68d-4886-89a5-f6c4d34a5f14,England,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;proto-prog;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock
83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,producer,recording,8ff6e056-f471-4410-9740-93b8aa34bdec,England,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;proto-prog;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock
83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,producer,recording,d68bbb96-9f50-4a55-9a65-18d720290306,England,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;proto-prog;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock
83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,producer,recording,ee954421-26a1-43da-ac29-c1c34c53b151,England,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;proto-prog;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock,acid rock;art rock;blues rock;classic rock;experimental rock;progressive;progressive rock;psychedelic;psychedelic pop;psychedelic rock;rock;rock opera;space rock
